2026-06-10 15:05:00,216 | INFO     | run_experiment:254 | Starting experiment: llm-explanation-agreement-study v1.0
2026-06-10 15:05:08,888 | DEBUG    | local:379 | open file: C:/Users/Heroa/.cache/huggingface/datasets/nyu-mll___multi_nli/default/0.0.0/da70db2af9d09693783c3320c4249840212ee221/dataset_info.json
2026-06-10 15:05:08,889 | DEBUG    | _api:364 | Attempting to release lock 1720221096560 on C:\Users\Heroa\.cache\huggingface\datasets\nyu-mll___multi_nli\default\0.0.0\da70db2af9d09693783c3320c4249840212ee221_builder.lock
2026-06-10 15:05:08,889 | DEBUG    | _api:367 | Lock 1720221096560 released on C:\Users\Heroa\.cache\huggingface\datasets\nyu-mll___multi_nli\default\0.0.0\da70db2af9d09693783c3320c4249840212ee221_builder.lock
2026-06-10 15:05:08,893 | INFO     | dataset_loader:60 | Loaded dataset nyu-mll/multi_nli (split=validation_matched): 9815 instances
2026-06-10 15:05:09,504 | INFO     | dataset_loader:99 | Sampled 198 balanced instances (200 target, 3 labels)
2026-06-10 15:05:09,506 | INFO     | run_experiment:299 | Loaded 198 instances for mnli
2026-06-10 15:05:09,506 | INFO     | run_experiment:307 | Processing model: llama-3.3-70b on mnli
2026-06-10 15:05:09,508 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0000 (1/198)
2026-06-10 15:05:09,508 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0000: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,508 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0001 (2/198)
2026-06-10 15:05:09,508 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0001: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,509 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0002 (3/198)
2026-06-10 15:05:09,509 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0002: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,509 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0003 (4/198)
2026-06-10 15:05:09,509 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0003: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,509 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0004 (5/198)
2026-06-10 15:05:09,509 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0004: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,509 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0005 (6/198)
2026-06-10 15:05:09,509 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0005: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,510 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0006 (7/198)
2026-06-10 15:05:09,510 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0006: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,510 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0007 (8/198)
2026-06-10 15:05:09,510 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0007: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,510 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0008 (9/198)
2026-06-10 15:05:09,510 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0008: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,510 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0009 (10/198)
2026-06-10 15:05:09,510 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0009: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,510 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0010 (11/198)
2026-06-10 15:05:09,510 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0010: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,510 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0011 (12/198)
2026-06-10 15:05:09,510 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0011: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,510 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0012 (13/198)
2026-06-10 15:05:09,511 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0012: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,511 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0013 (14/198)
2026-06-10 15:05:09,511 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0013: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,511 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0014 (15/198)
2026-06-10 15:05:09,511 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0014: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,511 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0015 (16/198)
2026-06-10 15:05:09,511 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0015: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,511 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0016 (17/198)
2026-06-10 15:05:09,511 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0016: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,511 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0017 (18/198)
2026-06-10 15:05:09,511 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0017: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,511 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0018 (19/198)
2026-06-10 15:05:09,512 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0018: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,512 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0019 (20/198)
2026-06-10 15:05:09,512 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0019: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,512 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0020 (21/198)
2026-06-10 15:05:09,512 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0020: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,512 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0021 (22/198)
2026-06-10 15:05:09,512 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0021: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,512 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0022 (23/198)
2026-06-10 15:05:09,513 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0022: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,513 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0023 (24/198)
2026-06-10 15:05:09,513 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0023: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,513 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0024 (25/198)
2026-06-10 15:05:09,513 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0024: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,513 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0025 (26/198)
2026-06-10 15:05:09,513 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0025: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,513 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0026 (27/198)
2026-06-10 15:05:09,513 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0026: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,513 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0027 (28/198)
2026-06-10 15:05:09,514 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0027: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,514 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0028 (29/198)
2026-06-10 15:05:09,514 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0028: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,514 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0029 (30/198)
2026-06-10 15:05:09,514 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0029: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,514 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0030 (31/198)
2026-06-10 15:05:09,514 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0030: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,514 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0031 (32/198)
2026-06-10 15:05:09,515 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0031: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,515 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0032 (33/198)
2026-06-10 15:05:09,515 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0032: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,515 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0033 (34/198)
2026-06-10 15:05:09,515 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0033: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,516 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0034 (35/198)
2026-06-10 15:05:09,516 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0034: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,516 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0035 (36/198)
2026-06-10 15:05:09,517 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0035: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,517 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0036 (37/198)
2026-06-10 15:05:09,517 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0036: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,517 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0037 (38/198)
2026-06-10 15:05:09,518 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0037: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,518 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0038 (39/198)
2026-06-10 15:05:09,518 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0038: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,518 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0039 (40/198)
2026-06-10 15:05:09,518 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0039: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,518 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0040 (41/198)
2026-06-10 15:05:09,518 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0040: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,518 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0041 (42/198)
2026-06-10 15:05:09,519 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0041: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,519 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0042 (43/198)
2026-06-10 15:05:09,519 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0042: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,519 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0043 (44/198)
2026-06-10 15:05:09,519 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0043: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,519 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0044 (45/198)
2026-06-10 15:05:09,519 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0044: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,519 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0045 (46/198)
2026-06-10 15:05:09,519 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0045: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,520 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0046 (47/198)
2026-06-10 15:05:09,520 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0046: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,520 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0047 (48/198)
2026-06-10 15:05:09,520 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0047: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,520 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0048 (49/198)
2026-06-10 15:05:09,520 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0048: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,520 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0049 (50/198)
2026-06-10 15:05:09,521 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0049: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,521 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0050 (51/198)
2026-06-10 15:05:09,521 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0050: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,521 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0051 (52/198)
2026-06-10 15:05:09,521 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0051: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,521 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0052 (53/198)
2026-06-10 15:05:09,521 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0052: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,522 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0053 (54/198)
2026-06-10 15:05:09,522 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0053: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,522 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0054 (55/198)
2026-06-10 15:05:09,522 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0054: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,522 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0055 (56/198)
2026-06-10 15:05:09,522 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0055: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,522 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0056 (57/198)
2026-06-10 15:05:09,522 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0056: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,522 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0057 (58/198)
2026-06-10 15:05:09,522 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0057: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,522 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0058 (59/198)
2026-06-10 15:05:09,523 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0058: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,523 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0059 (60/198)
2026-06-10 15:05:09,523 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0059: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,523 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0060 (61/198)
2026-06-10 15:05:09,523 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0060: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,523 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0061 (62/198)
2026-06-10 15:05:09,523 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0061: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,524 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0062 (63/198)
2026-06-10 15:05:09,524 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0062: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,524 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0063 (64/198)
2026-06-10 15:05:09,524 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0063: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,524 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0064 (65/198)
2026-06-10 15:05:09,524 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0064: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,524 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0065 (66/198)
2026-06-10 15:05:09,524 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0065: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,524 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0066 (67/198)
2026-06-10 15:05:09,525 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0066: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,525 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0067 (68/198)
2026-06-10 15:05:09,525 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0067: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,525 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0068 (69/198)
2026-06-10 15:05:09,525 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0068: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,526 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0069 (70/198)
2026-06-10 15:05:09,526 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0069: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,526 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0070 (71/198)
2026-06-10 15:05:09,526 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0070: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,526 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0071 (72/198)
2026-06-10 15:05:09,526 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0071: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,526 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0072 (73/198)
2026-06-10 15:05:09,526 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0072: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,527 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0073 (74/198)
2026-06-10 15:05:09,527 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0073: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,527 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0074 (75/198)
2026-06-10 15:05:09,527 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0074: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,527 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0075 (76/198)
2026-06-10 15:05:09,527 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0075: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,527 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0076 (77/198)
2026-06-10 15:05:09,528 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0076: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,528 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0077 (78/198)
2026-06-10 15:05:09,528 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0077: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,528 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0078 (79/198)
2026-06-10 15:05:09,528 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0078: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,528 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0079 (80/198)
2026-06-10 15:05:09,528 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0079: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,529 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0080 (81/198)
2026-06-10 15:05:09,529 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0080: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,529 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0081 (82/198)
2026-06-10 15:05:09,529 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0081: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,529 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0082 (83/198)
2026-06-10 15:05:09,529 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0082: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,530 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0083 (84/198)
2026-06-10 15:05:09,530 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0083: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,530 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0084 (85/198)
2026-06-10 15:05:09,530 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0084: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,530 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0085 (86/198)
2026-06-10 15:05:09,530 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0085: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,530 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0086 (87/198)
2026-06-10 15:05:09,531 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0086: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,531 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0087 (88/198)
2026-06-10 15:05:09,531 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0087: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,531 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0088 (89/198)
2026-06-10 15:05:09,531 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0088: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,531 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0089 (90/198)
2026-06-10 15:05:09,532 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0089: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,532 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0090 (91/198)
2026-06-10 15:05:09,532 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0090: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,532 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0091 (92/198)
2026-06-10 15:05:09,532 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0091: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,532 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0092 (93/198)
2026-06-10 15:05:09,532 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0092: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,532 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0093 (94/198)
2026-06-10 15:05:09,533 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0093: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,533 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0094 (95/198)
2026-06-10 15:05:09,533 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0094: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,533 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0095 (96/198)
2026-06-10 15:05:09,533 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0095: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,533 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0096 (97/198)
2026-06-10 15:05:09,533 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0096: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,534 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0097 (98/198)
2026-06-10 15:05:09,534 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0097: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,534 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0098 (99/198)
2026-06-10 15:05:09,534 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0098: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,534 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0099 (100/198)
2026-06-10 15:05:09,534 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0099: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,534 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0100 (101/198)
2026-06-10 15:05:09,535 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0100: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,535 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0101 (102/198)
2026-06-10 15:05:09,535 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0101: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,535 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0102 (103/198)
2026-06-10 15:05:09,535 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0102: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,535 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0103 (104/198)
2026-06-10 15:05:09,536 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0103: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,536 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0104 (105/198)
2026-06-10 15:05:09,536 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0104: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,536 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0105 (106/198)
2026-06-10 15:05:09,536 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0105: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,536 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0106 (107/198)
2026-06-10 15:05:09,537 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0106: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,537 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0107 (108/198)
2026-06-10 15:05:09,537 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0107: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,537 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0108 (109/198)
2026-06-10 15:05:09,537 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0108: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,537 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0109 (110/198)
2026-06-10 15:05:09,537 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0109: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,538 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0110 (111/198)
2026-06-10 15:05:09,538 | ERROR    | run_experiment:327 | Failed to process mnli_validation_matched_0110: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:09,538 | INFO     | run_experiment:319 | Processing mnli_validation_matched_0111 (112/198)
